exam_year,exam_wareki,question_no,type,category,tags,stem,preamble,statement_a,statement_b,statement_c,statement_d,choice_1,choice_2,choice_3,choice_4,correct,is_exempt,is_invalidated,note,explanation,explanation_summary,explanation_correct,explanation_choices,explanation_point,related_links,diagram_id
2025,令和7年度（学科・三答択）,27,single,相続・事業承継,FP3級;学科;三答択,"下記の 〈親族関係図〉 において、 Ａさんの相続における父Ｃさんの法定相続分は、 （   ）
である。なお、母Ｄさんは、Ａさんの相続開始前に死亡している。

〈親族関係図〉
父Ｃさん      母Ｄさん

      妻Ｂさん      妹Ｅさん",,,,,,２分の１,３分の１,４分の１,,2,FALSE,FALSE,,正解は2です。Aさんに子がなく、母Dさんはすでに死亡しているため、相続人は配偶者Bさんと直系尊属である父Cさんです。配偶者と直系尊属が相続人の場合、配偶者が2/3、直系尊属が1/3です。父Cさんのみが直系尊属として相続するため、Cさんの法定相続分は1/3です。,,,,,,
2025,令和7年度（学科・三答択）,28,single,相続・事業承継,FP3級;学科;三答択,"同族株主のいる会社において、同族株主以外の株主等が取得した取引相場のない株式
の相続税評価額は、原則として、特例的評価方式である（   ）により評価する。",,,,,,配当還元方式,類似業種比準方式,純資産価額方式,,1,FALSE,FALSE,,正解は1です。同族株主のいる会社で、同族株主以外の株主等が取得した取引相場のない株式は、原則として特例的評価方式である配当還元方式で評価します。類似業種比準方式や純資産価額方式は原則的評価方式です。,,,,,,
2025,令和7年度（学科・三答択）,29,single,相続・事業承継,FP3級;学科;三答択,"貸家の相続税評価額は、 その家屋の固定資産税評価額が8,000万円、 借地権割合が60％、
借家権割合が30％、賃貸割合が100％である場合、原則として、 （   ）となる。",,,,,,"2,400万円","5,600万円","6,560万円",,2,FALSE,FALSE,,"正解は2です。貸家の評価額は、固定資産税評価額×(1－借家権割合×賃貸割合)で求めます。8,000万円×(1－30％×100％)＝8,000万円×70％＝5,600万円です。借地権割合は貸家の家屋評価では使いません。",,,,,,
2025,令和7年度（学科・三答択）,30,single,相続・事業承継,FP3級;学科;三答択,"相続人が相続により取得した宅地が「小規模宅地等についての相続税の課税価格の計
算の特例」における特定事業用宅地等に該当する場合、その宅地のうち（ ① ）まで
を限度面積として、評価額の（ ② ）相当額を減額した金額を、相続税の課税価格に
算入すべき価額とすることができる。",,,,,,① 200㎡   ② 50％,① 330㎡   ② 80％,① 400㎡   ② 80％,,3,FALSE,FALSE,,正解は3です。小規模宅地等の特例における特定事業用宅地等は、400m2までの部分について評価額の80％を減額できます。貸付事業用宅地等の200m2・50％減額、特定居住用宅地等の330m2・80％減額と区別します。,,,,,,
2025,令和7年度（実技）,31,single,ライフプランニングと資金計画,FP3級;実技;三答択,"ファイナンシャル・プランニング業務を行うに当たっては、関連業法等を順守することが重要である。
ファイナンシャル・プランナー（以下「ＦＰ」という）の行為に関する次の記述のうち、最も適切なも
のはどれか。なお、記載のない資格の登録等については考慮しないこととする。",,,,,,"投資助言・代理業の登録を受けていないＦＰが、公表されている有価証券報告書などに基づき、相
談者に対して、有償で具体的な投資時期等の判断や助言を行った。","税理士の登録を受けていないＦＰが、住宅展示場におけるＦＰ相談会で、住宅購入に当たり、住宅
借入金等特別控除（住宅ローン控除）の適用を受けた場合の具体的な税額計算を行った。","生命保険募集人・保険仲立人の登録を受けていないＦＰが、変額年金保険の一般的な商品内容につ
いて説明を行った。",,3,FALSE,FALSE,,正解は3です。生命保険募集人や保険仲立人の登録がなくても、変額年金保険の一般的な商品内容を説明するだけであれば、保険募集には当たりません。1は有償で具体的な投資時期等の判断や助言を行っており、投資助言・代理業の登録が必要です。2は個別具体的な税額計算であり、税理士資格がないFPが行うことはできません。,,,,,,
2025,令和7年度（実技）,32,single,ライフプランニングと資金計画,FP3級;実技;三答択,"下記は、東条家のキャッシュフロー表（一部抜粋）である。このキャッシュフロー表の空欄（ア）～
（ウ）にあてはまる数値として、正しいものはどれか。なお、計算に当たっては、キャッシュフロー表
中に記載の整数を使用すること。また、計算過程においては端数処理をせず計算し、計算結果について
は万円未満を四捨五入することとする。","＜東条家のキャッシュフロー表＞ （単位：万円)
経過年数 基準年 １年後 ２年後 ３年後 ４年後
家族・
年齢
東条 義雄 本人 ３１歳 ３２歳 ３３歳 ３４歳 ３５歳
   八重 妻 ３０歳 ３１歳 ３２歳 ３３歳 ３４歳
   泰彦 長男  ３歳  ４歳  ５歳  ６歳  ７歳
ライフイベント    自動車
購入  泰彦
小学校入学 変動率
収入
給与収入（本人） １％ ４３０
給与収入（妻） １％ ３６０
収入合計 － ７９０
支出
基本生活費 ２％ ２８０    （ ア ）
住宅関連費 － １８０ １８０ １８０ １８０ １８０
教育費 － １２ １５ １５ １５ ２４
保険料 － ２４ ２４ ２４ ２４ ２４
一時的支出 －   ３００  ２０
その他支出 － ４８
支出合計 － ５４４  ８５８
年間収支   ２４５ （ イ ）
金融資産残高 １％ ６８０ （ ウ ）
※年齢および金融資産残高は各年１２月３１日現在のものとする。
※給与収入は可処分所得で記載している。
※記載されている数値は正しいものとする。また、問題作成の都合上、一部を空欄にしてある。",,,,,（ア）２９１,（イ）▲５２,（ウ）９２５,,2,FALSE,FALSE,source_id=fp3_202505_q002; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は2です。（ア）は4年後の基本生活費なので、280万円×1.02^4＝約303万円となり、291万円ではありません。（イ）は2年後の年間収支で、本人と妻の給与収入をそれぞれ1％で2年分増やすと収入合計は約806万円、支出合計858万円との差額は▲52万円です。（ウ）は1年後の金融資産残高で、680万円×1.01＋245万円＝約932万円となるため、925万円ではありません。,,,,,,fp3-jitsugi-202505-q002
2025,令和7年度（実技）,33,single,ライフプランニングと資金計画,FP3級;実技;三答択,山本家の現時点の資産および負債が下記,"＜資料＞のとおりである場合、＜資料＞に基づく山本家のバラ
ンスシートの空欄（ア）にあてはまる金額として、正しいものはどれか。なお、記載のない事項について
は一切考慮しないこととする。

＜山本家のバランスシート＞ （単位：万円)
［資産］ ××× ［負債］ ×××
  負債合計 ×××
  ［純資産］ （ ア ）
資産合計 ××× 負債・純資産合計 ×××

＜資料＞

［保有財産（時価） ］ （単位：万円）
金融資産
普通預金 ３００
定期預金 １,５００
投資信託 ２００
生命保険（解約返戻金相当額） １００
自動車 １５０
不動産（自宅マンション） ４,０００

［負債残高］
住宅ローン（自宅マンション） ：３,２００万円",,,,,"２,９００（万円）","２,９５０（万円）","３,０５０（万円）",,3,FALSE,FALSE,source_id=fp3_202505_q003; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は3です。資産合計は、普通預金300万円＋定期預金1,500万円＋投資信託200万円＋生命保険100万円＋自動車150万円＋自宅マンション4,000万円＝6,250万円です。負債は住宅ローン3,200万円なので、純資産は6,250万円－3,200万円＝3,050万円となります。",,,,,,fp3-jitsugi-202505-q003
2025,令和7年度（実技）,34,single,金融資産運用,FP3級;実技;三答択,"木村さんは、今後１０年間で積立貯蓄をして、子どもの大学進学資金として２００万円を準備したい
と考えている。積立期間中に年利２.０％で複利運用できるものとした場合、２００万円を準備するた
めに必要な毎年の積立金額として、正しいものはどれか。なお、下記","＜資料＞の３つの係数の中から最
も適切な係数を選択して計算し、解答に当たっては、千円未満を切り上げること。また、記載のない事
項については一切考慮しないこととする。

＜資料：係数早見表（年利２.０％)＞
 現価係数 資本回収係数 減債基金係数
１０年 ０.８２０３ ０.１１１３３ ０.０９１３３
※記載されている数値は正しいものとする。",,,,,"１６５,０００円","１８３,０００円","２２３,０００円",,2,FALSE,FALSE,source_id=fp3_202505_q004; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は2です。将来の目標額を作るために毎年いくら積み立てるかを求める場合は、減債基金係数を使います。200万円×0.09133＝182,660円となり、千円未満を切り上げるため183,000円です。現価係数は将来額の現在価値、資本回収係数は現在の元本を毎年取り崩す額を求める係数です。",,,,,,fp3-jitsugi-202505-q004
2025,令和7年度（実技）,35,single,ライフプランニングと資金計画,FP3級;実技;三答択,"浦田豊和さん（６１歳）は、老齢基礎年金の繰上げ受給および繰下げ受給について、ＦＰの堀尾さん
に質問をした。豊和さんの老齢基礎年金の繰上げ受給および繰下げ受給に関する次の記述の空欄（ア） 、
（イ）にあてはまる数値の組み合わせとして、最も適切なものはどれか。なお、記載のない事項につい
ては一切考慮しないこととする。

老齢基礎年金の繰上げ受給をした場合の減額率および老齢基礎年金の繰下げ受給をした場合の増額
率は、以下の算式により計算する。
減額率＝（ ア ）％×繰上げ請求月から６５歳に達する日の前月までの月数
増額率＝（ イ ）％×６５歳に達した月から繰下げ申出月の前月までの月数",,,,,,（ア）０.４ （イ）０.７,（ア）０.５ （イ）０.５,（ア）０.７ （イ）０.４,,1,FALSE,FALSE,,正解は1です。老齢基礎年金を繰上げ受給する場合の減額率は1ヵ月当たり0.4％、繰下げ受給する場合の増額率は1ヵ月当たり0.7％です。繰上げは早く受け取る代わりに減額が生涯続き、繰下げは受給開始を遅らせる代わりに増額が生涯続きます。,,,,,,
2025,令和7年度（実技）,36,single,金融資産運用,FP3級;実技;三答択,下記,"＜資料＞に基づくＷＡ株式会社の投資指標に関する次の記述のうち、誤っているものはどれか。
なお、記載のない事項については一切考慮しないこととし、計算結果については表示単位の小数点以下
第３位を四捨五入すること。

＜資料：ＷＡ株式会社に関するデータ＞
株価 １,５００円
１株当たり当期純利益 ２００円
１株当たり純資産（自己資本） １,８００円
１株当たり年間配当金 ２５円",,,,,株価収益率（ＰＥＲ）は６０倍である。,株価純資産倍率（ＰＢＲ）は０.８３倍である。,配当性向は１２.５０％である。,,1,FALSE,FALSE,source_id=fp3_202505_q006; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は1です。PERは株価÷1株当たり当期純利益で、1,500円÷200円＝7.5倍です。したがってPERが60倍という記述は誤りです。PBRは1,500円÷1,800円＝0.83倍、配当性向は25円÷200円×100＝12.50％で、2と3は正しい記述です。",,,,,,fp3-jitsugi-202505-q006
2025,令和7年度（実技）,37,single,金融資産運用,FP3級;実技;三答択,"投資信託の費用に関する下表の空欄（ア）～（ウ）にあてはまる語句として、最も適切なものはどれ
か。

投資信託の費用 主な内容
購入時手数料 投資信託の 購入時に販売会社へ 支払う費用である。購入時手数料が徴収され
ない（ ア ）と呼ばれる投資信託もある。
運用管理費用 運用のための費用や情報開示のための資料作成・発送、資産の保管・管理な
どの費用として徴収される。信託財産の残高から（ イ ） 、差し引かれる。
信託財産留保額 投資家間の公平性を保つために、一般的に、 （ ウ ）の際に徴収される。投
資信託によっては差し引かれないものもある。",,,,,,（ア）オープン型,（イ）毎日,（ウ）償還,,2,FALSE,FALSE,source_id=fp3_202505_q007; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は2です。購入時手数料がかからない投資信託はノーロード型と呼ばれるため、1の（ア）オープン型は不適切です。運用管理費用、いわゆる信託報酬は信託財産から毎日差し引かれるため、（イ）は毎日です。信託財産留保額は一般に換金時に徴収されるものであり、償還時ではありません。,,,,,,fp3-jitsugi-202505-q007
2025,令和7年度（実技）,38,single,金融資産運用,FP3級;実技;三答択,ドルコスト平均法により、１回当たり３万円の投資金額でＹＫ株式会社の株式を下記,"＜資料＞に記載
の株価で買い付けた場合の平均取得単価（株価）として、正しいものはどれか。なお、税金や手数料等
については考慮しないこととする。

＜資料＞
 株価（１株当たり）
第１回 １,２００円
第２回 ２,０００円
第３回 ２,０００円
第４回 １,５００円",,,,,"１,５００円","１,６００円","１,６７５円",,2,FALSE,FALSE,source_id=fp3_202505_q008; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は2です。ドルコスト平均法では、毎回同じ金額で購入するため、株価が低いときほど多くの株数を買います。購入株数は、30,000円÷1,200円＝25株、30,000円÷2,000円＝15株、30,000円÷2,000円＝15株、30,000円÷1,500円＝20株で、合計75株です。総投資額120,000円÷75株＝1,600円が平均取得単価です。",,,,,,fp3-jitsugi-202505-q008
2025,令和7年度（実技）,39,single,不動産,FP3級;実技;三答択,"下記＜資料＞の甲土地の建築面積の最高限度を算出する基礎となる敷地面積として、正しいものはど
れか。なお、記載のない事項については一切考慮しないこととする。","下記＜資料＞の甲土地の建築面積の最高限度を算出する基礎となる敷地面積として、正しいものはど
れか。なお、記載のない事項については一切考慮しないこととする。

＜資料＞

※甲土地・乙土地が面する道路
は建築基準法第４２条第２項
に該当する道路で、甲土地・
乙土地はともにセットバック
を要する。また、道路の中心
線は現況道路の中心に位置す
るものとする。 なお、特定行
政庁が指定する幅員６ｍ指定
区域ではない。
幅員３ｍ市道
１０ｍ
１８ｍ
（甲土地）
１８０ｍ2
（乙土地）",,,,,１４４ｍ2,１６２ｍ2,１７１ｍ2,,3,FALSE,FALSE,source_id=fp3_202505_q009; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は3です。幅員3mの2項道路に接するため、道路中心線から2mまで後退するセットバック部分は敷地面積から除きます。現況道路幅員が3mなので、片側の後退幅は0.5mです。甲土地の間口は18mで、セットバック部分は18m×0.5m＝9m2です。180m2－9m2＝171m2が、建築面積の最高限度を算出する基礎となる敷地面積です。,,,,,,fp3-jitsugi-202505-q009
2025,令和7年度（実技）,40,single,不動産,FP3級;実技;三答択,"土地の登記記録に関する下表の空欄（ア）～（ウ）にあてはまる記録事項の組み合わせとして、最も
適切なものはどれか。","＜土地登記記録の構成＞
土地登記記録
表題部 （ ア ）
権利部 甲区 （ イ ）
乙区 （ ウ ）",,,,,（ア）所有権保存登記  （イ）賃借権設定登記 （ウ）抵当権設定登記,（ア）土地の所在や地積 （イ）賃借権設定登記 （ウ）抵当権設定登記,（ア）土地の所在や地積 （イ）所有権移転登記 （ウ）賃借権設定登記,,3,FALSE,FALSE,source_id=fp3_202505_q010; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は3です。土地登記記録の表題部には土地の所在、地番、地目、地積などが記録されます。権利部の甲区には所有権に関する事項、たとえば所有権移転登記が記録されます。権利部の乙区には所有権以外の権利、たとえば抵当権や賃借権に関する事項が記録されます。,,,,,,fp3-jitsugi-202505-q010
2025,令和7年度（実技）,41,single,不動産,FP3級;実技;三答択,"鍋島さんは、所有しているマンションを賃貸している。賃貸マンションに係る当年分の収入および支
出等が下記","＜資料＞のとおりである場合、当年分の所得税に係る不動産所得の金額として、正しいもの
はどれか。なお、記載のない事項については一切考慮しないこととする。

＜資料＞

・ 賃料収入（総収入金額） ：１８０万円
・ 支出等
銀行からの借入金に係る利息：４０万円
管理費等：４６万円
減価償却費：３５万円
※支出等のうち必要経費となるものは、すべて当年分の不動産所得に係る必要経費に該当するもの
とする。",,,,,５９万円,９４万円,９９万円,,1,FALSE,FALSE,source_id=fp3_202505_q011; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は1です。不動産所得は、総収入金額から必要経費を差し引いて求めます。賃料収入180万円から、借入金利息40万円、管理費等46万円、減価償却費35万円を控除すると、180万円－40万円－46万円－35万円＝59万円です。,,,,,,fp3-jitsugi-202505-q011
2025,令和7年度（実技）,42,single,リスク管理,FP3級;実技;三答択,大下秀雄さんが加入している生命保険（下記,"＜資料＞参照）の保障内容に関する次の記述の空欄（ア）
にあてはまる金額として、正しいものはどれか。なお、保険金および給付金の支払事由が生じたときに
おいて、保険契約は有効に継続しているものとする。また、秀雄さんはこれまでに＜資料＞の保険から
保険金および給付金を一度も受け取っていないものとする。

＜資料＞

保険種類 医療保険（無配当） 保険証券番号△△△－□□□□
保険契約者 大下 秀雄 様   ◆契約日（保険期間の始期）
２０××年×月×日
◆主契約の保険期間
終身
◆主契約の保険料払込期間
終身
被保険者 大下 秀雄 様
契約年齢 ３２歳 男性

受取人 〔給付金受取人〕被保険者 様
〔死亡保険金受取人〕大下 寧々 様（妻）

■ご契約内容
給付金・保険金の内容 給付金額・保険金額 保険期間
入院給付金
日額 ５,０００円
＊病気やケガで２日以上の入院をした場合、入院開始日
を含めて１日目から支払います。
＊同一事由の１回の入院給付金支払い限度は６０日、通
算して１,０００日となります。
終身
手術給付金
給付金額 入院給付金日額×１０・２０・４０倍
＊所定の手術を受けた場合、手術の種類に応じて、手術
給付金（入院給付金日額の１０倍・２０倍・４０倍）
を支払います。
死亡・高度障害保険金
保険金 １,０００,０００円
＊死亡または所定の高度障害状態となった場合に支払い
ます。

■ご契約内容 ■その他付加されている特約・特則等
払込保険料合計 ×,×××円／月  保険料口座振替特約
＊以下余白 払込方法（回数） ：年１２回
払込期日    ：毎月

秀雄さんが、現時点で交通事故により大ケガを負い、給付倍率２０倍の手術（１回）を受け、継続
して６５日間入院した場合に支払われる保険金および給付金は、合計（ ア ）である。",,,,,"３００,０００円","４００,０００円","４２５,０００円",,2,FALSE,FALSE,source_id=fp3_202505_q012; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は2です。入院給付金は日額5,000円ですが、1回の入院の支払限度は60日です。65日入院しても支払対象は60日分なので、5,000円×60日＝300,000円です。手術給付金は5,000円×20倍＝100,000円です。死亡・高度障害保険金は死亡していないため支払われません。合計は400,000円です。",,,,,,fp3-jitsugi-202505-q012
2025,令和7年度（実技）,43,single,リスク管理,FP3級;実技;三答択,大久保利也さんの生命保険の年間支払保険料が下記,"＜資料＞のとおりである場合、利也さんの当年分
の所得税の計算における生命保険料控除の金額として、正しいものはどれか。なお、下記＜資料＞の保
険について、これまでに契約内容の変更はないものとする。また、当年分の生命保険料控除額が最も多
くなるように計算すること。

＜資料＞
［定期保険（無配当、一般生命保険料） ］
契約日：２０１８年９月１日
保険契約者：大久保 利也
被保険者：大久保 利也
死亡保険金受取人：大久保 順子（妻）
年間支払保険料：６２,８８０円

［がん保険（無配当、介護医療保険料） ］
契約日：２０１６年６月１日
保険契約者：大久保 利也
被保険者：大久保 利也
死亡保険金受取人：大久保 順子（妻）
年間支払保険料：２８,８００円

＜所得税の生命保険料控除額の速算表＞
［２０１２年１月１日以降に締結した保険契約（新契約）等に係る控除額］
年間の支払保険料の合計 控除額
 ２０,０００円 以下 支払保険料の全額
２０,０００円 超 ４０,０００円 以下 支払保険料×１／２＋１０,０００円
４０,０００円 超 ８０,０００円 以下 支払保険料×１／４＋２０,０００円
８０,０００円 超  ４０,０００円
（注）支払保険料とは、その年に支払った金額から、その年に受けた剰余金や割戻金を差し引いた残り
の金額をいう。",,,,,"３５,７２０円","４０,０００円","６０,１２０円",,3,FALSE,FALSE,source_id=fp3_202505_q013; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は3です。定期保険は新契約の一般生命保険料控除で、62,880円×1/4＋20,000円＝35,720円です。がん保険は新契約の介護医療保険料控除で、28,800円×1/2＋10,000円＝24,400円です。合計は35,720円＋24,400円＝60,120円となります。",,,,,,fp3-jitsugi-202505-q013
2025,令和7年度（実技）,44,single,リスク管理,FP3級;実技;三答択,"斉藤さんが自身を被保険者として契約している個人賠償責任保険に関する次の記述のうち、斉藤さん
が国内で法律上の損害賠償責任を負った場合に保険金の支払い対象とならないものはどれか。",,,,,,勤務先の営業車を運転中に、民家の塀を誤って壊してしまった。,土産店で陳列している商品を誤って壊してしまった。,サイクリング中に、自転車の運転を誤り歩行者にケガをさせてしまった。,,1,FALSE,FALSE,source_id=fp3_202505_q014; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は1です。個人賠償責任保険は、日常生活上の偶然な事故により他人に損害を与え、法律上の損害賠償責任を負った場合を補償する保険です。勤務先の営業車を運転中の事故は、業務中の自動車事故であり、通常は個人賠償責任保険の対象外です。店の商品を壊した場合や自転車で歩行者にけがをさせた場合は、日常生活上の賠償事故として対象になり得ます。,,,,,,fp3-jitsugi-202505-q014
2025,令和7年度（実技）,45,single,タックスプランニング,FP3級;実技;三答択,会社員の中岡さんの当年分の所得等が下記,"＜資料＞のとおりである場合、中岡さんが当年分の所得税
の確定申告をする際に、給与所得と損益通算できる損失の金額として、正しいものはどれか。なお、▲
が付された所得の金額は、その所得に損失が発生していることを意味するものとする。

＜資料＞
所得または損失の種類 所得金額 備考
給与所得 ７００万円 勤務先からの給与であり、年末調整は済んでいる。
雑所得 ▲３０万円 仮想通貨の売却損である。
不動産所得 ▲１００万円
収入金額：１００万円 必要経費：２００万円
※必要経費の中には、土地の取得に要した借入金の利子が
２０万円含まれている。",,,,,▲８０万円,▲１００万円,▲１３０万円,,1,FALSE,FALSE,source_id=fp3_202505_q015; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は1です。不動産所得の損失は原則として給与所得と損益通算できますが、土地取得に係る借入金利子20万円部分は損益通算の対象外です。不動産所得の損失100万円のうち、損益通算できるのは100万円－20万円＝80万円です。雑所得の損失である仮想通貨の売却損30万円は、給与所得とは損益通算できません。,,,,,,fp3-jitsugi-202505-q015
2025,令和7年度（実技）,46,single,タックスプランニング,FP3級;実技;三答択,会社員の近藤敏彦さんの生計を一にしている家族に関するデータは下記,"＜資料＞のとおりである。敏
彦さんの当年分の所得税における扶養控除額として、正しいものはどれか。なお、＜資料＞に記載のあ
るデータ以外の扶養控除の要件はすべて満たしているものとする。

＜資料＞
氏名 続柄 年齢（※） 収入等
近藤 敏彦 本人 ４７歳 給与収入７００万円
   陽子 妻 ４８歳 パート収入８０万円
   早紀 長女 ２０歳 なし
   賢一 長男 １５歳 なし
（※）当年１２月３１日時点の年齢である。",,,,,３８万円,６３万円,７６万円,,2,FALSE,FALSE,source_id=fp3_202505_q016; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は2です。扶養控除の対象になるのは、控除対象扶養親族です。妻は配偶者控除等の対象であり扶養控除の対象ではありません。長女は20歳で特定扶養親族に該当するため控除額は63万円です。長男は15歳で16歳未満の扶養親族に該当し、扶養控除の対象にはなりません。,,,,,,fp3-jitsugi-202505-q016
2025,令和7年度（実技）,47,single,タックスプランニング,FP3級;実技;三答択,高橋さんは、当年３月に下記,"＜資料＞の一時払養老保険の満期保険金を受け取った。高橋さんが当年分
の所得税において総所得金額に算入すべき一時所得の金額として、正しいものはどれか。なお、記載のな
い事項については一切考慮しないこととする。

＜資料＞
保険種類 一時払養老保険
保険期間 １０年
保険契約者・保険料負担者 高橋さん
保険料払込方法 一時払い
満期保険金額 ６５０万円
支払保険料の総額 ５００万円",,,,,５０万円,７５万円,１００万円,,1,FALSE,FALSE,source_id=fp3_202505_q017; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,正解は1です。一時所得の金額は、収入金額－支出金額－特別控除額50万円で求めます。満期保険金650万円－支払保険料500万円－特別控除50万円＝100万円が一時所得の金額です。ただし総所得金額に算入されるのはその2分の1なので、100万円×1/2＝50万円です。,,,,,,fp3-jitsugi-202505-q017
2025,令和7年度（実技）,48,single,相続・事業承継,FP3級;実技;三答択,"森隆男さん（被相続人）の＜親族関係図＞が下記のとおりである場合、民法上の相続人および法定相
続分の組み合わせとして、最も適切なものはどれか。なお、記載のない事項については一切考慮しない
こととする。","森隆男さん（被相続人）の＜親族関係図＞が下記のとおりである場合、民法上の相続人および法定相
続分の組み合わせとして、最も適切なものはどれか。なお、記載のない事項については一切考慮しない
こととする。

＜親族関係図＞

※幹夫さんは期限内に家庭裁判所で手続きを行い、適法に相続を放棄した。

綾子
真奈

武志

森 隆男
（被相続人）

夏帆

 （すでに死亡）
百合

幹夫（※）",,,,,綾子 １／２  夏帆 １／２,綾子 １／２  夏帆 １／４  真奈 １／４,綾子 １／２  夏帆 １／６  幹夫 １／６  真奈 １／６,,2,FALSE,FALSE,source_id=fp3_202505_q018; diagram_type=needs_svg; diagram_kind=family_tree; diagram_status=pending_manual_trace; html_reproduction=planned,正解は2です。配偶者の綾子さんは常に相続人となり、子がいる場合は配偶者と子が相続人です。幹夫さんは相続放棄をしているため初めから相続人でなかったものとして扱われ、幹夫さん本人は相続人になりません。一方、すでに死亡している子の真奈さんは代襲相続人になります。したがって、綾子さんが1/2、夏帆さんと真奈さんがそれぞれ1/4です。,,,,,,fp3-jitsugi-202505-q018
2025,令和7年度（実技）,49,single,相続・事業承継,FP3級;実技;三答択,"藤田信二さん（被相続人）の＜親族関係図＞および信二さんの死亡に伴う＜遺族が受け取った生命保
険の死亡保険金＞が下記のとおりである場合、この死亡保険金のうち信二さんの相続に係る各相続人の
相続税の課税価格に算入される金額の合計額（生命保険金等の非課税金額控除後の金額）として、正し
いものはどれか。なお、記載のない事項については一切考慮しないこととする。","藤田信二さん（被相続人）の＜親族関係図＞および信二さんの死亡に伴う＜遺族が受け取った生命保
険の死亡保険金＞が下記のとおりである場合、この死亡保険金のうち信二さんの相続に係る各相続人の
相続税の課税価格に算入される金額の合計額（生命保険金等の非課税金額控除後の金額）として、正し
いものはどれか。なお、記載のない事項については一切考慮しないこととする。

＜親族関係図＞

＜遺族が受け取った生命保険の死亡保険金＞
保険契約者
（保険料負担者） 被保険者 死亡保険金受取人 金額
信二さん 信二さん 良枝さん ３,０００万円

良枝
藤田 信二
（被相続人）
誠也
 桜子
咲江",,,,,６００万円,"１,０００万円","２,０００万円",,2,FALSE,FALSE,source_id=fp3_202505_q019; diagram_type=needs_svg; diagram_kind=family_tree; diagram_status=pending_manual_trace; html_reproduction=planned,"正解は2です。死亡保険金の非課税限度額は、500万円×法定相続人の数で求めます。親族関係図では、配偶者の良枝さんと子の誠也さん、桜子さん、咲江さんの4人が法定相続人です。非課税限度額は500万円×4人＝2,000万円なので、死亡保険金3,000万円のうち課税価格に算入される金額は3,000万円－2,000万円＝1,000万円です。",,,,,,fp3-jitsugi-202505-q019
2025,令和7年度（実技）,50,single,相続・事業承継,FP3級;実技;三答択,"下記＜資料＞の宅地の借地権（普通借地権）について、路線価方式による相続税評価額として、正し
いものはどれか。なお、奥行価格補正率は１.０とし、記載のない事項については一切考慮しないこと
とする。","下記＜資料＞の宅地の借地権（普通借地権）について、路線価方式による相続税評価額として、正し
いものはどれか。なお、奥行価格補正率は１.０とし、記載のない事項については一切考慮しないこと
とする。

＜資料＞

［借地権割合］
記号 借地権割合
Ａ ９０％
Ｂ ８０％
Ｃ ７０％
Ｄ ６０％
Ｅ ５０％
Ｆ ４０％
Ｇ ３０％

１２ｍ
１５ｍ
２４０Ｃ
１８０ｍ2",,,,,"１２,９６０千円","３０,２４０千円","４３,２００千円",,2,FALSE,FALSE,source_id=fp3_202505_q020; diagram_type=html_table; diagram_kind=source_material; diagram_status=extracted_as_text,"正解は2です。路線価方式による自用地評価額は、路線価×奥行価格補正率×地積で求めます。路線価は240千円、奥行価格補正率は1.0、地積は180m2なので、自用地評価額は240千円×1.0×180m2＝43,200千円です。借地権割合はCで70％なので、借地権の評価額は43,200千円×70％＝30,240千円です。",,,,,,fp3-jitsugi-202505-q020
2026,令和8年度（学科・三答択）,1,single,ライフプランニングと資金計画,FP3級;学科;三答択,"キャッシュフロー表の作成において、 一般に、 各年次の金融資産残高は、 「 （   ）」
の算式により計算された金額を計上する。",,,,,,前年末の金融資産残高×(１＋運用利率)＋当年の年間収支,(前年末の金融資産残高＋当年の年間収支)×(１＋運用利率),当年の年間収支×(１＋運用利率)＋前年末の金融資産残高,,1,FALSE,FALSE,,正解は1です。キャッシュフロー表の各年次の金融資産残高は、一般に、前年末の金融資産残高を運用利率で増やした金額に、その年の年間収支を加えて求めます。式は、前年末の金融資産残高×(1＋運用利率)＋当年の年間収支です。,,,,,,
