term,category,tags,short_def,definition,related_terms,legal_basis,importance,explanation,article_title,article_lead,term_detail_body,exam_points,common_mistakes,memory_tip,example_question,example_answer,faq_1_question,faq_1_answer,faq_2_question,faq_2_answer,faq_3_question,faq_3_answer,faq_4_question,faq_4_answer,diagram_id,slug,author_name,reviewer_name,fact_checked_at,primary_sources,content_status
宅地建物取引士（宅建士）,不動産,FP3級;用語,宅地建物取引士資格試験に合格し登録した国家資格者（重要事項説明等を行う）。,宅地建物取引士資格試験に合格し登録した国家資格者（重要事項説明等を行う）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
重要事項説明,不動産,FP3級;用語,宅建業者が契約前に宅建士が行う物件・取引条件等の説明義務（書面交付・記名が必要）。,宅建業者が契約前に宅建士が行う物件・取引条件等の説明義務（書面交付・記名が必要）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
専属専任媒介契約,不動産,FP3級;用語,1社のみに依頼し、自己発見取引も禁止される媒介契約（報告義務：週1回、登録：5日以内）。,1社のみに依頼し、自己発見取引も禁止される媒介契約（報告義務：週1回、登録：5日以内）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
専任媒介契約,不動産,FP3級;用語,1社のみに依頼するが自己発見取引は可能な媒介契約（報告義務：2週間に1回、登録：7日以内）。,1社のみに依頼するが自己発見取引は可能な媒介契約（報告義務：2週間に1回、登録：7日以内）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
一般媒介契約,不動産,FP3級;用語,複数の宅建業者に依頼できる媒介契約（報告義務なし、指定流通機構への登録義務なし）。,複数の宅建業者に依頼できる媒介契約（報告義務なし、指定流通機構への登録義務なし）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
手付金,不動産,FP3級;用語,契約締結時に買主が売主に交付する金銭で、解約手付として機能する。,契約締結時に買主が売主に交付する金銭で、解約手付として機能する。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
クーリングオフ（不動産）,不動産,FP3級;用語,宅建業者が売主の場合、事務所等以外の場所での契約を8日以内に無条件で解除できる制度。,宅建業者が売主の場合、事務所等以外の場所での契約を8日以内に無条件で解除できる制度。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
契約不適合責任,不動産,FP3級;用語,売主が買主に引き渡した目的物が契約内容に適合しない場合の責任。,売主が買主に引き渡した目的物が契約内容に適合しない場合の責任。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
都市計画法,不動産,FP3級;用語,計画的な都市の整備を目的とした法律（都市計画区域・用途地域等を定める）。,計画的な都市の整備を目的とした法律（都市計画区域・用途地域等を定める）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
市街化区域,不動産,FP3級;用語,すでに市街地を形成している区域または10年以内に優先的に市街化すべき区域。,すでに市街地を形成している区域または10年以内に優先的に市街化すべき区域。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
市街化調整区域,不動産,FP3級;用語,市街化を抑制すべき区域（原則として建物を建てられない）。,市街化を抑制すべき区域（原則として建物を建てられない）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
用途地域,不動産,FP3級;用語,土地利用の目的別に定められた地域で、建てられる建物の種類や規模が制限される。,土地利用の目的別に定められた地域で、建てられる建物の種類や規模が制限される。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
建蔽率,不動産,FP3級;用語,敷地面積に対する建築面積の割合（建物の1階部分が敷地を占める割合）。,敷地面積に対する建築面積の割合（建物の1階部分が敷地を占める割合）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
容積率,不動産,FP3級;用語,敷地面積に対する延べ床面積（各階の合計）の割合。,敷地面積に対する延べ床面積（各階の合計）の割合。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
建築基準法,不動産,FP3級;用語,建築物の安全性・衛生環境等を確保するための法律（用途制限・形態規制等）。,建築物の安全性・衛生環境等を確保するための法律（用途制限・形態規制等）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
接道義務,不動産,FP3級;用語,建築物の敷地は幅員4m以上の道路に2m以上接しなければならない規定。,建築物の敷地は幅員4m以上の道路に2m以上接しなければならない規定。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
セットバック,不動産,FP3級;用語,幅員4m未満の道路（2項道路）に面する場合に道路中心線から2m後退して建築する義務。,幅員4m未満の道路（2項道路）に面する場合に道路中心線から2m後退して建築する義務。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
不動産取得税,不動産,FP3級;用語,不動産を取得した際に都道府県が課税する税（固定資産税評価額×3%、住宅等は軽減措置あり）。,不動産を取得した際に都道府県が課税する税（固定資産税評価額×3%、住宅等は軽減措置あり）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
固定資産税,不動産,FP3級;用語,毎年1月1日現在の不動産所有者に市区町村が課税する税（評価額×1.4%が標準税率）。,毎年1月1日現在の不動産所有者に市区町村が課税する税（評価額×1.4%が標準税率）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
都市計画税,不動産,FP3級;用語,市街化区域内の不動産に課税される税（評価額×0.3%が上限）。,市街化区域内の不動産に課税される税（評価額×0.3%が上限）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
印紙税,不動産,FP3級;用語,売買契約書等の文書を作成した際に課税される国税。,売買契約書等の文書を作成した際に課税される国税。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
登録免許税,不動産,FP3級;用語,不動産の所有権移転登記・抵当権設定登記等に課税される国税。,不動産の所有権移転登記・抵当権設定登記等に課税される国税。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
"3,000万円特別控除（不動産）",不動産,FP3級;用語,"マイホームを売却した際に譲渡所得から最大3,000万円を控除できる特例。","マイホームを売却した際に譲渡所得から最大3,000万円を控除できる特例。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
相続,相続・事業承継,FP3級;用語,人が死亡した際に財産（プラス・マイナス）が一定の親族等に引き継がれること。,人が死亡した際に財産（プラス・マイナス）が一定の親族等に引き継がれること。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
被相続人,相続・事業承継,FP3級;用語,死亡して財産を遺した人。,死亡して財産を遺した人。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
相続人,相続・事業承継,FP3級;用語,財産を相続する人で、民法が定める法定相続人が基本となる。,財産を相続する人で、民法が定める法定相続人が基本となる。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
法定相続人,相続・事業承継,FP3級;用語,民法が定める相続人（配偶者は常に相続人、子→直系尊属→兄弟姉妹の順に第1〜3順位）。,民法が定める相続人（配偶者は常に相続人、子→直系尊属→兄弟姉妹の順に第1〜3順位）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
法定相続分,相続・事業承継,FP3級;用語,民法が定める各相続人の相続割合（例：配偶者と子1人の場合は各1/2）。,民法が定める各相続人の相続割合（例：配偶者と子1人の場合は各1/2）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
代襲相続,相続・事業承継,FP3級;用語,相続人となるべき子・兄弟姉妹が相続開始前に死亡等している場合に、その子が代わって相続すること。,相続人となるべき子・兄弟姉妹が相続開始前に死亡等している場合に、その子が代わって相続すること。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
相続放棄,相続・事業承継,FP3級;用語,相続権を放棄すること（相続開始を知ってから3か月以内に家庭裁判所に申述）。,相続権を放棄すること（相続開始を知ってから3か月以内に家庭裁判所に申述）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
限定承認,相続・事業承継,FP3級;用語,相続した財産の範囲内でのみ被相続人の債務を承継する申述。,相続した財産の範囲内でのみ被相続人の債務を承継する申述。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
単純承認,相続・事業承継,FP3級;用語,プラスの財産もマイナスの財産も全て承継する相続の原則的形態。,プラスの財産もマイナスの財産も全て承継する相続の原則的形態。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
遺産分割協議,相続・事業承継,FP3級;用語,相続人全員で相続財産の分け方を話し合うこと（全員の合意が必要）。,相続人全員で相続財産の分け方を話し合うこと（全員の合意が必要）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
遺言,相続・事業承継,FP3級;用語,被相続人が生前に財産の処分等について意思表示した書面（15歳以上が作成可能）。,被相続人が生前に財産の処分等について意思表示した書面（15歳以上が作成可能）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
自筆証書遺言,相続・事業承継,FP3級;用語,遺言者が全文・日付・氏名を自書し捺印する遺言（法務局での保管制度あり）。,遺言者が全文・日付・氏名を自書し捺印する遺言（法務局での保管制度あり）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
公正証書遺言,相続・事業承継,FP3級;用語,公証役場で公証人が作成する遺言（証人2人必要、家庭裁判所の検認不要）。,公証役場で公証人が作成する遺言（証人2人必要、家庭裁判所の検認不要）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
秘密証書遺言,相続・事業承継,FP3級;用語,遺言内容を秘密にしながら遺言の存在を公証する遺言（証人2人必要、家庭裁判所の検認必要）。,遺言内容を秘密にしながら遺言の存在を公証する遺言（証人2人必要、家庭裁判所の検認必要）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
遺言執行者,相続・事業承継,FP3級;用語,遺言の内容を実現するための手続きを行う人（遺言で指定または家庭裁判所が選任）。,遺言の内容を実現するための手続きを行う人（遺言で指定または家庭裁判所が選任）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
遺留分,相続・事業承継,FP3級;用語,一定の相続人（配偶者・子・直系尊属）に民法が保障する最低限の相続割合。,一定の相続人（配偶者・子・直系尊属）に民法が保障する最低限の相続割合。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
遺留分侵害額請求,相続・事業承継,FP3級;用語,遺贈等によって遺留分が侵害された場合に金銭での支払いを請求できる権利。,遺贈等によって遺留分が侵害された場合に金銭での支払いを請求できる権利。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
相続税,相続・事業承継,FP3級;用語,相続・遺贈により取得した財産に対して課税される国税。,相続・遺贈により取得した財産に対して課税される国税。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
基礎控除（相続税）,相続・事業承継,FP3級;用語,"相続税計算時の基礎控除額（3,000万円＋600万円×法定相続人数）。","相続税計算時の基礎控除額（3,000万円＋600万円×法定相続人数）。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
みなし相続財産,相続・事業承継,FP3級;用語,民法上の相続財産ではないが相続税の課税対象となる財産（死亡保険金・死亡退職金等）。,民法上の相続財産ではないが相続税の課税対象となる財産（死亡保険金・死亡退職金等）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
死亡保険金の非課税限度額,相続・事業承継,FP3級;用語,相続税における死亡保険金の非課税枠（500万円×法定相続人数）。,相続税における死亡保険金の非課税枠（500万円×法定相続人数）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
死亡退職金の非課税限度額,相続・事業承継,FP3級;用語,相続税における死亡退職金の非課税枠（500万円×法定相続人数）。,相続税における死亡退職金の非課税枠（500万円×法定相続人数）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
小規模宅地等の特例,相続・事業承継,FP3級;用語,一定の要件を満たす被相続人の自宅・事業用地等の相続税評価額を最大80%減額できる特例。,一定の要件を満たす被相続人の自宅・事業用地等の相続税評価額を最大80%減額できる特例。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
配偶者の税額軽減,相続・事業承継,FP3級;用語,"配偶者が相続した財産について1億6,000万円または法定相続分まで相続税を非課税にする制度。","配偶者が相続した財産について1億6,000万円または法定相続分まで相続税を非課税にする制度。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
相続税の申告期限,相続・事業承継,FP3級;用語,相続の開始を知った日の翌日から10か月以内。,相続の開始を知った日の翌日から10か月以内。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
贈与税,相続・事業承継,FP3級;用語,個人からの贈与により取得した財産に課税される国税（相続税の補完的な役割）。,個人からの贈与により取得した財産に課税される国税（相続税の補完的な役割）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
暦年課税（贈与税）,相続・事業承継,FP3級;用語,毎年1月1日〜12月31日の1年間の贈与額に基礎控除110万円を差し引いて課税する方式。,毎年1月1日〜12月31日の1年間の贈与額に基礎控除110万円を差し引いて課税する方式。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
基礎控除（贈与税）,相続・事業承継,FP3級;用語,暦年課税における年間110万円の基礎控除。,暦年課税における年間110万円の基礎控除。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
相続時精算課税制度,相続・事業承継,FP3級;用語,"60歳以上の父母・祖父母から18歳以上の子・孫への贈与に累積2,500万円まで非課税（相続時に精算）。","60歳以上の父母・祖父母から18歳以上の子・孫への贈与に累積2,500万円まで非課税（相続時に精算）。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
教育資金の一括贈与の非課税特例,相続・事業承継,FP3級;用語,"祖父母等から30歳未満の子・孫への教育資金として1,500万円まで非課税で贈与できる特例。","祖父母等から30歳未満の子・孫への教育資金として1,500万円まで非課税で贈与できる特例。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
結婚・子育て資金の一括贈与の非課税特例,相続・事業承継,FP3級;用語,"祖父母等から18〜50歳未満の子・孫への資金として1,000万円まで非課税で贈与できる特例。","祖父母等から18〜50歳未満の子・孫への資金として1,000万円まで非課税で贈与できる特例。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
贈与税の配偶者控除,相続・事業承継,FP3級;用語,"婚姻20年以上の配偶者への居住用不動産またはその取得資金の贈与について2,000万円まで控除できる特例。","婚姻20年以上の配偶者への居住用不動産またはその取得資金の贈与について2,000万円まで控除できる特例。",,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
贈与税の申告期限,相続・事業承継,FP3級;用語,贈与を受けた年の翌年2月1日〜3月15日。,贈与を受けた年の翌年2月1日〜3月15日。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
路線価方式（相続）,相続・事業承継,FP3級;用語,路線価に地積を乗じて宅地を評価する方法（路線価×各種補正率×地積）。,路線価に地積を乗じて宅地を評価する方法（路線価×各種補正率×地積）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
倍率方式（相続）,相続・事業承継,FP3級;用語,固定資産税評価額に一定の倍率を乗じて宅地を評価する方法。,固定資産税評価額に一定の倍率を乗じて宅地を評価する方法。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
借地権,相続・事業承継,FP3級;用語,建物所有を目的として他人の土地を使用する権利（評価は自用地価額×借地権割合）。,建物所有を目的として他人の土地を使用する権利（評価は自用地価額×借地権割合）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
貸宅地（底地）,相続・事業承継,FP3級;用語,借地権が設定された土地（評価は自用地価額×（1－借地権割合））。,借地権が設定された土地（評価は自用地価額×（1－借地権割合））。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
貸家建付地,相続・事業承継,FP3級;用語,賃貸用建物が建っている土地（自用地価額×(1-借地権割合×借家権割合×賃貸割合)で評価）。,賃貸用建物が建っている土地（自用地価額×(1-借地権割合×借家権割合×賃貸割合)で評価）。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
上場株式の相続税評価,相続・事業承継,FP3級;用語,課税時期の終値・課税時期の月平均・前月平均・前々月平均のうち最も低い額で評価。,課税時期の終値・課税時期の月平均・前月平均・前々月平均のうち最も低い額で評価。,,,B,,,,,,,,,,,,,,,,,,,,,,,,draft
